weapon,driverHz,shotCount,paintStamps,impacts,peakProjectiles,scenario,gridHash,charge,lastPaintForward,maxOwnedForward,ownedWidth,ownedDepth,centerlineContinuous,connectedReach,ownedArea,simulationMilliseconds,inkSpent,attackSeconds,ownedAreaPerSecond,ownedAreaPer100Ink,emittedProjectiles,fullActions,fullTank,targetValidated,captureSet
5,60,1,6,1,1,wall-middle,a001c09cd2f6203218fe8547e196381c58a0ef0ce8e5801c0f986d4370e533e0,0.0,6.0,5.5,2.375,5.6875,0.0,5.5,9.5,50.1968,7.0,0.7166666666666667,13.255813953488373,135.71428571428572,1,True,False,False,after-actions
6,60,1,3,1,1,flat,4e10662b254791594213859ab6a9c20b72f16b47f9bbebfac3973ba872d3c6fb,0.0533333346247673,8.71002197265625,10.5,2.5,11.25,0.75,0.875,6.140625,54.2567,0.5303030014038086,0.2,30.703125,1157.9464916745046,1,True,False,False,after-actions
6,60,1,99,33,6,flat,d061b5a77682a8bf2aa8d769600140523f187850afa6879cc525430397a6ca3f,0.800000011920929,19.40338134765625,20.75,4.125,21.875,4.625,5.375,35.09375,120.5961,17.499999046325684,4.2,8.355654761904761,200.53572521404405,33,True,False,False,after-actions
6,60,2,395,132,6,continuous,badc29d899a1aabf0de154e89f1abf94940930ccdbf2931a753491685a0502bc,1.0,20.0235595703125,21.375,4.125,22.5,21.125,21.375,45.984375,340.30260000000004,69.99999618530273,13.799999999999999,3.332201086956522,65.69196786564243,132,True,False,False,after-actions
6,60,1,198,66,6,flat,744fd277ebed170e696d706c7db01e79dd16e0fa348c0701b13e9b42e09eacf7,1.0,20.0235595703125,21.375,4.125,22.5,21.125,21.375,42.46875,185.8957,34.99999809265137,6.8999999999999995,6.154891304347826,121.33929232675239,66,True,False,False,after-actions
6,60,1,198,66,9,high-drop,7af0b5fe8897c3ec3352a0b091fb1cbee7da7ce72479e0245e158428f42159d2,1.0,23.028076171875,24.375,4.375,25.5,19.0,19.125,46.25,194.3863,34.99999809265137,6.8999999999999995,6.702898550724639,132.14286434407177,66,True,False,False,after-actions
6,60,2,395,132,6,moving,22c59e1dd4fb7e27189fb1b9e00726ce650c53603a73c6043347734980616b0d,1.0,20.0235595703125,21.375,13.625,22.5,0.0,21.125,125.4375,344.14300000000003,69.99999618530273,13.799999999999999,9.089673913043478,179.19643833685947,132,True,False,False,after-actions
6,60,2,340,132,25,sweep,97d4d3cc5f48dc86e61351a1c3e93a0328200b47acffc312a548663da2fb7722,1.0,19.3221435546875,20.625,16.0,21.75,5.125,12.375,152.53125,431.96250000000003,69.99999618530273,13.799999999999999,11.052989130434783,217.9017975889913,132,True,False,False,after-actions
6,60,3,571,191,6,tank,1f510e7159a1a8f1a984bf76d4109400d5a0976ba70c54a11661de0922c30c58,1.0,20.0235595703125,21.375,4.125,22.5,21.125,21.375,47.65625,523.2947,99.73484802246094,20.233333333333334,2.3553336079077427,47.78294743003719,191,True,True,False,after-actions
6,60,1,987,66,1,wall-middle,f2876a35275776bf36a5598bac1f99decf0d3562bdb3398086c01ef4ba7ccdc6,1.0,6.0,6.5,3.875,7.625,5.0,6.5,20.421875,243.3854,34.99999809265137,6.8999999999999995,2.9596920289855073,58.3482174654398,66,True,False,False,after-actions
7,60,20,440,80,9,continuous,338f63c0f1804d733b340fd74ce59008240e0d97fb29037742336441db730483,0.0,18.73297119140625,19.625,2.25,20.625,1.375,1.5,27.671875,387.1018,160.0,11.016666666666666,2.5118192133131623,17.294921875,80,True,False,False,after-actions
7,60,1,22,4,4,flat,a93e99af79dbe5a89f114971acdbcaf1e2b180b8edc07c488472791ca18afa8d,0.0,18.73297119140625,19.375,2.25,20.25,1.375,1.5,25.15625,82.07220000000001,8.0,0.883333333333333,28.47877358490567,314.453125,4,True,False,False,after-actions
7,60,1,18,4,4,high-drop,802d8877a74eb5d3b8541031ed9598a482c0fdc5e1c93ec76c60833935db4ae7,0.0,22.3817138671875,23.375,2.25,24.25,1.375,1.5,23.875,68.433,8.0,0.883333333333333,27.028301886792462,298.4375,4,True,False,False,after-actions
7,60,20,440,80,9,moving,2cb695dfe0e2e85038dc1b7bf447401a3dfa270b97c8a33c434ba021ac07ec66,0.0,18.73297119140625,19.625,11.375,20.625,1.375,13.125,195.140625,494.7432,160.0,11.016666666666666,17.71321860816944,121.96289062500001,80,True,False,False,after-actions
7,60,20,397,80,12,sweep,7a391f0fc4732598ecfa7390ee278908cca754738da1ac77ee71ae4f58db549c,0.0,18.5677490234375,19.25,16.0,20.25,1.625,13.125,172.765625,531.7066,160.0,11.016666666666666,15.682204992435706,107.978515625,80,True,False,False,after-actions
7,60,12,264,48,9,tank,5d5364f45244b56503422e16a5a6ea4e8dea47942f8c64ba7e2e830aa7abfe14,0.0,18.73297119140625,19.625,2.25,20.625,1.375,1.5,27.25,290.2342,96.0,6.75,4.037037037037037,28.385416666666668,48,True,True,False,after-actions
7,60,1,26,4,4,wall-middle,304cebf5fe6bf1f5f6343fc3f9d339683c93619f86a6bdef60fa10b9facc47d8,0.0,6.0,7.125,4.0,15.0,1.375,6.75,23.421875,81.15950000000001,8.0,0.883333333333333,26.515330188679258,292.7734375,4,True,False,False,after-actions
