shot,ageSeconds,x,y,z
1,0,0.14764404296875,1.4122314453125,0.5272216796875
1,0.016666666666666666,0.15753173828125,1.414306640625,1.42578125
1,0.033333333333333333,0.16741943359375,1.41644287109375,2.3243408203125
1,0.05,0.17730712890625,1.41851806640625,3.222900390625
1,0.066666666666666666,0.18719482421875,1.42059326171875,4.1214599609375
1,0.083333333333333329,0.19708251953125,1.4227294921875,5.02001953125
1,0.099999999999999992,0.20697021484375,1.4248046875,5.9185791015625
1,0.11666666666666665,0.21685791015625,1.4268798828125,6.817138671875
1,0.13333333333333333,0.2266845703125,1.428955078125,7.7156982421875
1,0.15,0.236572265625,1.43109130859375,8.6142578125
1,0.16666666666666666,0.2464599609375,1.43316650390625,9.5128173828125
1,0.18333333333333332,0.25634765625,1.43524169921875,10.411376953125
1,0.19999999999999998,0.2623291015625,1.38409423828125,10.954345703125
1,0.21666666666666665,0.26617431640625,1.2989501953125,11.3018798828125
1,0.23333333333333331,0.26861572265625,1.1920166015625,11.5242919921875
1,0.24999999999999997,0.27020263671875,1.0711669921875,11.6666259765625
2,0,0.14764404296875,1.4122314453125,0.5272216796875
2,0.016666666666666718,0.15753173828125,1.414306640625,1.42578125
2,0.033333333333333437,0.16741943359375,1.41644287109375,2.3243408203125
2,0.050000000000000155,0.17730712890625,1.41851806640625,3.222900390625
2,0.066666666666666874,0.18719482421875,1.42059326171875,4.1214599609375
2,0.083333333333333592,0.19708251953125,1.4227294921875,5.02001953125
2,0.10000000000000031,0.20697021484375,1.4248046875,5.9185791015625
2,0.11666666666666703,0.21685791015625,1.4268798828125,6.817138671875
2,0.13333333333333375,0.2266845703125,1.428955078125,7.7156982421875
2,0.15000000000000047,0.236572265625,1.43109130859375,8.6142578125
2,0.16666666666666718,0.2464599609375,1.43316650390625,9.5128173828125
2,0.1833333333333339,0.25634765625,1.43524169921875,10.411376953125
2,0.20000000000000062,0.2623291015625,1.38409423828125,10.954345703125
2,0.21666666666666734,0.26617431640625,1.2989501953125,11.3018798828125
2,0.23333333333333406,0.26861572265625,1.1920166015625,11.5242919921875
2,0.25,0.27020263671875,1.0711669921875,11.6666259765625
3,0,0.14764404296875,1.4122314453125,0.5272216796875
3,0.016666666666666607,0.15753173828125,1.414306640625,1.42578125
3,0.033333333333333215,0.16741943359375,1.41644287109375,2.3243408203125
3,0.049999999999999822,0.17730712890625,1.41851806640625,3.222900390625
3,0.06666666666666643,0.18719482421875,1.42059326171875,4.1214599609375
3,0.083333333333333037,0.19708251953125,1.4227294921875,5.02001953125
3,0.099999999999999645,0.20697021484375,1.4248046875,5.9185791015625
3,0.11666666666666625,0.21685791015625,1.4268798828125,6.817138671875
3,0.13333333333333286,0.2266845703125,1.428955078125,7.7156982421875
3,0.14999999999999947,0.236572265625,1.43109130859375,8.6142578125
3,0.16666666666666607,0.2464599609375,1.43316650390625,9.5128173828125
3,0.18333333333333268,0.25634765625,1.43524169921875,10.411376953125
3,0.19999999999999929,0.2623291015625,1.38409423828125,10.954345703125
3,0.2166666666666659,0.26617431640625,1.2989501953125,11.3018798828125
3,0.2333333333333325,0.26861572265625,1.1920166015625,11.5242919921875
3,0.24999999999999911,0.27020263671875,1.0711669921875,11.6666259765625
4,0,0.14764404296875,1.4122314453125,0.5272216796875
4,0.016666666666666607,0.15753173828125,1.414306640625,1.42578125
4,0.033333333333333215,0.16741943359375,1.41644287109375,2.3243408203125
4,0.049999999999999822,0.17730712890625,1.41851806640625,3.222900390625
4,0.06666666666666643,0.18719482421875,1.42059326171875,4.1214599609375
4,0.083333333333333037,0.19708251953125,1.4227294921875,5.02001953125
4,0.099999999999999645,0.20697021484375,1.4248046875,5.9185791015625
4,0.11666666666666625,0.21685791015625,1.4268798828125,6.817138671875
4,0.13333333333333286,0.2266845703125,1.428955078125,7.7156982421875
4,0.14999999999999947,0.236572265625,1.43109130859375,8.6142578125
4,0.16666666666666607,0.2464599609375,1.43316650390625,9.5128173828125
4,0.18333333333333268,0.25634765625,1.43524169921875,10.411376953125
4,0.19999999999999929,0.2623291015625,1.38409423828125,10.954345703125
4,0.2166666666666659,0.26617431640625,1.2989501953125,11.3018798828125
4,0.2333333333333325,0.26861572265625,1.1920166015625,11.5242919921875
4,0.24999999999999911,0.27020263671875,1.0711669921875,11.6666259765625
5,0,0.14764404296875,1.4122314453125,0.5272216796875
5,0.016666666666666607,0.15753173828125,1.414306640625,1.42578125
5,0.033333333333333215,0.16741943359375,1.41644287109375,2.3243408203125
5,0.049999999999999822,0.17730712890625,1.41851806640625,3.222900390625
5,0.06666666666666643,0.18719482421875,1.42059326171875,4.1214599609375
5,0.083333333333333037,0.19708251953125,1.4227294921875,5.02001953125
5,0.099999999999999645,0.20697021484375,1.4248046875,5.9185791015625
5,0.11666666666666625,0.21685791015625,1.4268798828125,6.817138671875
5,0.13333333333333286,0.2266845703125,1.428955078125,7.7156982421875
5,0.14999999999999947,0.236572265625,1.43109130859375,8.6142578125
5,0.16666666666666607,0.2464599609375,1.43316650390625,9.5128173828125
5,0.18333333333333268,0.25634765625,1.43524169921875,10.411376953125
5,0.19999999999999929,0.2623291015625,1.38409423828125,10.954345703125
5,0.2166666666666659,0.26617431640625,1.2989501953125,11.3018798828125
5,0.2333333333333325,0.26861572265625,1.1920166015625,11.5242919921875
5,0.24999999999999911,0.27020263671875,1.0711669921875,11.6666259765625
6,0,0.14764404296875,1.4122314453125,0.5272216796875
6,0.016666666666666607,0.15753173828125,1.414306640625,1.42578125
6,0.033333333333333215,0.16741943359375,1.41644287109375,2.3243408203125
6,0.049999999999999822,0.17730712890625,1.41851806640625,3.222900390625
6,0.06666666666666643,0.18719482421875,1.42059326171875,4.1214599609375
6,0.083333333333333037,0.19708251953125,1.4227294921875,5.02001953125
6,0.099999999999999645,0.20697021484375,1.4248046875,5.9185791015625
6,0.11666666666666625,0.21685791015625,1.4268798828125,6.817138671875
6,0.13333333333333286,0.2266845703125,1.428955078125,7.7156982421875
6,0.14999999999999947,0.236572265625,1.43109130859375,8.6142578125
6,0.16666666666666607,0.2464599609375,1.43316650390625,9.5128173828125
6,0.18333333333333268,0.25634765625,1.43524169921875,10.411376953125
6,0.19999999999999929,0.2623291015625,1.38409423828125,10.954345703125
6,0.2166666666666659,0.26617431640625,1.2989501953125,11.3018798828125
