surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.1817626953125,0,11.1036376953125,0,1,0,0.45612242817878723,0.550000011920929,1
1,0.184814453125,0,11.43255615234375,0,1,0,0.53590703010559082,0.550000011920929,1
1,0.1878662109375,0,11.76153564453125,0,1,0,0.45519277453422546,0.550000011920929,1
1,0.19091796875,0,12.09051513671875,0,1,0,0.48541802167892456,0.550000011920929,1
1,-0.37371826171875,0,12.11065673828125,0,1,0,0.49166539311408997,0.550000011920929,1
1,0.50390625,0,12.1107177734375,0,1,0,0.49339327216148376,0.550000011920929,1
1,0.19390869140625,0,12.41943359375,0,1,0,0.47193223237991333,0.550000011920929,1
1,-0.38726806640625,0,12.440185546875,0,1,0,0.48549136519432068,0.550000011920929,1
1,0.51611328125,0,12.4403076171875,0,1,0,0.51304459571838379,0.550000011920929,1
1,0.19696044921875,0,12.7484130859375,0,1,0,0.50767171382904053,0.550000011920929,1
1,-0.4007568359375,0,12.769775390625,0,1,0,0.45583483576774597,0.550000011920929,1
1,0.52838134765625,0,12.76983642578125,0,1,0,0.51412534713745117,0.550000011920929,1
1,0.20001220703125,0,13.077392578125,0,1,0,0.51183104515075684,0.550000011920929,1
1,1.1029052734375,0,12.90814208984375,0,1,0,0.48269563913345337,0.550000011920929,1
1,-0.414306640625,0,13.09930419921875,0,1,0,0.50432866811752319,0.550000011920929,1
1,0.54058837890625,0,13.099365234375,0,1,0,0.53008663654327393,0.550000011920929,1
1,0.20306396484375,0,13.40631103515625,0,1,0,0.47479116916656494,0.550000011920929,1
1,1.13067626953125,0,13.23699951171875,0,1,0,0.54298549890518188,0.550000011920929,1
1,-0.4278564453125,0,13.4288330078125,0,1,0,0.46932464838027954,0.550000011920929,1
1,0.55279541015625,0,13.428955078125,0,1,0,0.50648599863052368,0.550000011920929,1
1,0.2060546875,0,13.73529052734375,0,1,0,0.51983267068862915,0.550000011920929,1
1,1.158447265625,0,13.5657958984375,0,1,0,0.51681393384933472,0.550000011920929,1
1,-0.44140625,0,13.7584228515625,0,1,0,0.48797670006752014,0.550000011920929,1
1,0.5650634765625,0,13.75848388671875,0,1,0,0.49320000410079956,0.550000011920929,1
1,-0.21484375,0,13.605712890625,0,1,0,0.50942414999008179,0.550000011920929,1
1,0.4969482421875,0,13.60308837890625,0,1,0,0.47962719202041626,0.550000011920929,1
1,0.2091064453125,0,14.064208984375,0,1,0,0.48788899183273315,0.550000011920929,1
1,1.18621826171875,0,13.8946533203125,0,1,0,0.45722299814224243,0.550000011920929,1
1,-0.4549560546875,0,14.08795166015625,0,1,0,0.540362536907196,0.550000011920929,1
1,0.5772705078125,0,14.0880126953125,0,1,0,0.49518796801567078,0.550000011920929,1
1,-0.22265625,0,13.935546875,0,1,0,0.48179852962493896,0.550000011920929,1
1,0.507568359375,0,13.932861328125,0,1,0,0.52690011262893677,0.550000011920929,1
